Advertiser ID,Advertiser Name,Advertiser URL,Advertiser Category,Program ID,Program Name,Program Logo URI,Active Date,Template Terms Name,Insertion Order Status,Tracking Link,Allows Deep Linking,Payout
4944150,"First America Nutrition, LLC DBA Re-Vita",https://www.re-vita.com,Diet & Nutrition,22096,Re-Vita,/display-logo-via-campaign/22096.gif,"Dec 8, 2025 21:15",Public Terms,Active,https://revita.sjv.io/c/5980041/1847259/22096,true,Online Sale: 20%
3300819,FitVille,https://www.thefitville.com,Sports Apparel & Accessories,15852,FitVille,/display-logo-via-campaign/15852.gif,"Jan 29, 2025 11:26",Public Terms,Active,https://thefitville.pxf.io/c/5980041/1294267/15852,true,Online Sale: 10%
5758414,Five Iron Golf,https://fiveirongolf.com,Outdoors & Recreation,27652,Five Iron Golf,/display-logo-via-campaign/27652.gif,"Dec 8, 2025 16:53",Top Tier Media ,Active,https://fiveirongolf.sjv.io/c/5980041/2161757/27652,true,Purchase: 15%
4430895,Flying Shark,manlytshirt.com/,Women's Apparel,32511,oyrosy.com,/display-logo-via-campaign/32511.gif,"Dec 8, 2025 16:54",Public Terms,Active,https://oyrosycom.sjv.io/c/5980041/2820691/32511,true,Online Sale: 12%
1719504,Focus Camera & Lifestyle By Focus,http://www.focuscamera.com,Consumer Electronics,10228,Focus Camera & Lifestyle by Focus,/display-logo-via-campaign/10228.gif,"Dec 8, 2025 16:52",Public Terms,Active,https://focuscamera.pxi6.net/c/5980041/642856/10228,true,"API Online Sale: 3%
Online Sale: 3%"
6645969,French Transit,https://www.mychelle.com,Cosmetics & Skin Care,46622,French Transit - Creator,/display-logo-via-campaign/46622.gif,"Dec 19, 2025 10:56",Public Terms,Active,https://frenchtransit.pxf.io/c/5980041/3723573/46622,true,"Online Sale: 20%
Gift: $0.00
Creator Post: $0.00"
6124378,g4free,https://g4free.com,Sports Apparel & Accessories,33113,g4free activewear,/display-logo-via-campaign/33113.gif,"Dec 8, 2025 16:53",Public Term,Active,https://go.sjv.io/c/5980041/2853696/33113,true,Online Sale: 20%
2377136,"Gemini Business Operations, LLC",https://www.gemini.com,Loans & Financial Services,11829,Gemini Exchange,/display-logo-via-campaign/11829.gif,"Dec 8, 2025 21:13",Gemini Exchange | First Trade ,Active,https://gemini.sjv.io/c/5980041/845984/11829,true,"Android: $40.00
iOS: $40.00
First Trade: $40.00
Android: $0.00
iOS: $0.00
Account Signup: $0.00"
1297432,Global Widget,http://global-widget.com/,Diet & Nutrition,8793,Hemp Bombs,/display-logo-via-campaign/8793.gif,"Jan 29, 2025 11:19",Public Terms,Active,https://hempbombs.pxf.io/c/5980041/513867/8793,true,"Online Sale - HempBombsPlus: 20%
Online Sale: 20%"
4832860,GLORIA INTERNATIONAL MANAGEMENT LIMITED,https://www.goelia1995.com/,Women's Apparel,21530,GOELIA,/display-logo-via-campaign/21530.gif,"Dec 8, 2025 21:16",Public Terms,Active,https://goelia.sjv.io/c/5980041/1809827/21530,true,Online Sale: 8%
4832860,GLORIA INTERNATIONAL MANAGEMENT LIMITED,https://www.goelia1995.com/,Women's Apparel,36381,SG.GOELIA,/display-logo-via-campaign/36381.gif,"Dec 8, 2025 11:32",Public Terms,Active,https://sggoelia1995com.pxf.io/c/5980041/3014327/36381,true,Online Sales: 8%
4887444,GODLIKE DIGITAL SOLUTIONS S.R.L. (49011827),http://godlike.host/,Server Hosting,21774,Godlike.Host,/display-logo-via-campaign/21774.gif,"Jan 29, 2025 11:21",Public Terms,Expired,https://godlikehost.sjv.io/c/5980041/1826593/21774,true,Subscription: $20.00
4100680,GOLF le FLEUR*,http://golflefleur.com/,Women's Apparel,18983,GOLF le Fleur,/display-logo-via-campaign/18983.gif,"Dec 8, 2025 18:04",Public Terms,Active,https://golf-le-fleur.sjv.io/c/5980041/1637479/18983,true,Online Sale: 8%
3596386,GOLF Partner,http://golfpartnerusa.com/,Sports Apparel & Accessories,17026,GOLF Partner,/display-logo-via-campaign/17026.gif,"Feb 3, 2025 18:22",Public Terms,Active,https://golfpartner.sjv.io/c/5980041/1433527/17026,true,Online Sale: 7%
5405216,GoMoWorld,http://www.gomoworld.com,Mobile Services & Telecommunications,24792,GoMoWorld,/display-logo-via-campaign/24792.gif,"Dec 8, 2025 21:23",Public Terms,Active,https://gomoworld.pxf.io/c/5980041/2007335/24792,true,"Card Linked Offers: 15%
GoMoWorld - Android: 15%
GoMoWorld - iOS: 15%
Online Sale: 15%"
6439679,Good Greek Moving and Storage,https://greekmoving.com,Loans & Financial Services,39845,Good Greek Moving and Storage,/display-logo-via-campaign/39845.gif,"Dec 8, 2025 11:33",Move,Active,https://goodgreekmovingandstorage.pxf.io/c/5980041/3193355/39845,true,Sale: 4%
4960059,Greatfill,http://www.greatfill.com,Home & Garden,22192,Greatfill,/display-logo-via-campaign/22192.gif,"Dec 8, 2025 16:55",Greatfill Contract Terms: 15% Commission,Active,https://greatfill.pxf.io/c/5980041/1852679/22192,true,Online Sale     : 10%-15%
5786793,GROWNSY,https://grownsy.com/,Baby & Kids Home,27880,GROWNSY,/display-logo-via-campaign/27880.gif,"Jan 29, 2025 11:25",BFCM Limited-Time Commission Increase (18%) Terms,Expired,https://grownsy.sjv.io/c/5980041/2174466/27880,true,Online Sale: 18%
2651503,GrowTal Inc,https://www.growtal.com/,B2B,12940,GrowTal - Hire an expert for your business-,/display-logo-via-campaign/12940.gif,"Dec 8, 2025 21:13",GrowTal Public Terms,Active,https://growtal.sjv.io/c/5980041/981894/12940,true,"Purchased package: $500.00
Closed Won: $500.00
Lost / Didn't move forward: $0.00
Sent project exhibit: $0.00
Sent client agreement: $0.00
Didn't Show to call: $0.00
Scheduled call: $0.00
Contacted: $0.00
Lead Submitted: $0.00"
6365863,Gyroor,https://gyroorboard.com,Transportation,38212,Gyroor,/display-logo-via-campaign/38212.gif,"Dec 8, 2025 11:33",Public Terms,Active,https://gyroor.pxf.io/c/5980041/3093220/38212,true,Online Sale gyroorboard: 10%
4004857,"Hangzhou Tangpushi Home Products Co., Ltd",https://www.twopagescurtains.com,Gifts & Stationery,18544,TWOPAGES,/display-logo-via-campaign/18544.gif,"Jan 29, 2025 11:29",KOL(Content),Active,https://twopages.pxf.io/c/5980041/1597849/18544,true,Online Sale: 10%-14%
6220997,Helium Mobile,https://hellohelium.com,Apps,35175,Helium Mobile,/display-logo-via-campaign/35175.gif,"Dec 8, 2025 11:32",Public Terms,Active,https://heliummobile1.sjv.io/c/5980041/2959344/35175,true,"Android Helium: $10.00
Android Helium: $10.00
iOS Helium: $10.00
iOS Helium: $10.00"
5476506,Helmsman Crystal,https://www.helmsmancrystal.com,Jewelry & Watches,25445, HELMSMAN CRYSTAL,/display-logo-via-campaign/25445.gif,"Jan 29, 2025 11:21",Public IO,Expired,https://helmsmancrystal.sjv.io/c/5980041/2039009/25445,true,Online Sales: 15%
3569079,"HK Petrus International Trade Co., Limited",http://www.wherelight.com,Women's Apparel,16860,wherelight,/display-logo-via-campaign/16860.gif,"Jan 29, 2025 11:21",Public Terms,Active,https://wherelight.pxf.io/c/5980041/1416907/16860,true,Online Sale: 10%
3569079,"HK Petrus International Trade Co., Limited",http://www.wherelight.com,Women's Apparel,17880,mooglasses,/display-logo-via-campaign/17880.gif,"Jan 29, 2025 11:20",Public Terms,Active,https://mooglasses.sjv.io/c/5980041/1528503/17880,true,Online Sale: 18%
5086777,Homestyler,https://www.homestyler.com,"Home, Pet & Garden",22993,Homestyler,/display-logo-via-campaign/22993.gif,"Jan 29, 2025 11:19",Homestyler Affiliate Program Terms Campaign Terms,Active,https://homestyler.sjv.io/c/5980041/1917730/22993,true,"Online Sale: 20%-30%
Sign Up: 0%"
3604765,"Hong Kong Yuzhou Information Technology Co.,Limited",http://www.rosewe.com,Women's Apparel,17059,Modlily,/display-logo-via-campaign/17059.gif,"Feb 3, 2025 18:16",Public Terms,Active,https://modlily.sjv.io/c/5980041/1436026/17059,true,Online Sale: 8%
5597897,"Hongkong Tanlink Technology Co., Limited",https://wolfbox.com,Parts & Accessories,26466,redtigercam.com,/display-logo-via-campaign/26466.gif,"Dec 4, 2025 08:52",Default Terms,Active,https://redtigercamcom.pxf.io/c/5980041/2098737/26466,true,Online Sale: 8%
3918227,Hototools,https://hototools.com,Home Improvement,18215,HOTO,/display-logo-via-campaign/18215.gif,"Jan 29, 2025 11:27",Public Terms,Active,https://hototools.sjv.io/c/5980041/1565352/18215,true,Online Sale: 10%
5680519,HUAKE LIMITED,https://www.lightingwill.com,B2B,27006,LightingWill,/display-logo-via-campaign/27006.gif,"Dec 8, 2025 16:55",Public Terms,Active,https://lightingwill.sjv.io/c/5980041/2126013/27006,true,OnlineSale - TEST: 10%
6483898,Inbox Hero,https://inboxhero.win,B2B,40942,Inbox Hero - AI Email Management for Microsoft 365,/display-logo-via-campaign/40942.gif,"Dec 8, 2025 11:35",Public Terms,Active,https://goto.inboxhero.win/c/5980041/3231515/40942,true,Recurring Subscription: 30%
3064302,Innovative Extracts,http://www.ie-cbd.com,Food & Gifts,14789,Innovative Extracts Affiliate Partnership (IEAP),/display-logo-via-campaign/14789.gif,"Jan 29, 2025 11:19",Public Terms,Active,https://innovative-extracts.pxf.io/c/5980041/1171993/14789,true,Online Sale: 30%
5640357,Institute for Integrative Nutrition,https://www.integrativenutrition.com/,Diet & Nutrition,26704,Institute for Integrative Nutrition,/display-logo-via-campaign/26704.gif,"Dec 8, 2025 11:38",IIN 15% Commission of On-Site Sale,Active,https://instituteforintegrativenutrition.pxf.io/c/5980041/2108424/26704,true,"Purchase: 15%
Lead: $0.00"
5516244,Intellectia,https://intellectia.ai,Software,25651,Intellectia.AI,/display-logo-via-campaign/25651.gif,"Feb 13, 2025 22:30",New Terms,Active,https://intellectia.sjv.io/c/5980041/2050263/25651,true,Online Sales: 40%
2588106,International Open Academy,https://internationalopenacademy.com,"Home, Pet & Garden",12764,International Open Academy,/display-logo-via-campaign/12764.gif,"Jan 29, 2025 11:18",Public Terms,Active,https://ioa.pxf.io/c/5980041/955476/12764,true,Sale (Tag): 20%
2463760,InVideo,http://www.invideo.io,Images,12258,InVideo,/display-logo-via-campaign/12258.gif,"Jan 8, 2025 08:30",Public Terms,Active,https://invideo.sjv.io/c/5980041/883681/12258,true,"InVideo AI - Paid Subscription: 25%-50%
Recurring Subscription: 50%
Paid Subscription: 25%-50%
Invideo AI - Android: 25%
Invideo AI - iOS: 25%
Invideo AI - Android: 0%
Invideo AI - Android: 0%
Invideo AI - Android: 0%
Invideo AI - iOS: 0%
Invideo AI - iOS: 0%
Invideo AI - iOS: 0%
inVideo AI - Sign-up: USD0.00
Sign-up: USD0.00"
3273954,IPRoyal,http://iproyal.com,Apps,15731,IPRoyal,/display-logo-via-campaign/15731.gif,"Jan 29, 2025 11:26",IPRoyal Public Terms,Active,https://iproyal.sjv.io/c/5980041/1281667/15731,true,"Payout Request: 10%
Order Sum : 10%
Proxy Registration: US$0.00
Pawns Registration: US$0.00"
5282391,Issyzone,http://www.kemimoto.com/,Sports Apparel & Accessories,24058,Kemimoto.com,/display-logo-via-campaign/24058.gif,"Feb 3, 2025 18:23",Public Terms,Active,https://kemimoto.sjv.io/c/5980041/1967094/24058,true,Online Sale: 7%
3844708,jAlbum AB,http://jalbum.net,Website Hosting,17916,jAlbum Affiliate Program,/display-logo-via-campaign/17916.gif,"Jan 29, 2025 11:19",Public Terms,Active,https://jalbum-affiliate-program.sjv.io/c/5980041/1531950/17916,true,Online Sale: 20%
6496452,"Jingjiang Zhizao Eyewear Industry (Shenzhen) Co., Ltd.",https://www.wooeyeshop.com,Cosmetics & Skin Care,41189,WOOEYE COLOR CONTACT LENSES,/display-logo-via-campaign/41189.gif,"Dec 4, 2025 08:52",creator15%,Active,https://jingjiangzhizaoeyewearindustryshenzhencoltd.sjv.io/c/5980041/3248180/41189,true,Online Sale: 15%
3458354,Kailo,http://Gokailo.com,First Aid & pharmacy,16311,Kailo™ - Pain Relief Patch,/display-logo-via-campaign/16311.gif,"Jan 29, 2025 11:26",Public Terms,Active,https://kailo.sjv.io/c/5980041/1354101/16311?utm_campaign=xca1&utm_medium=xca1&utm_source=xca1354101,true,Online Sale: 10%
3114293,Kikoff,https://kikoff.com,"Credit Cards, Reporting & Repair",14994,Kikoff,/display-logo-via-campaign/14994.gif,"Jan 30, 2025 04:45",Public Terms - $10 Payment Success,Active,https://kikoff.pxf.io/c/5980041/1198412/14994,true,"Payment Success - Canada Users: $10.00
Payment success: $10.00
Credit Account Open: $0.00
Identity Verification: $0.00"
6402861,kingbullbike,https://www.kingbullbike.com/,Sports Apparel & Accessories,38928,Kingbull Electric Bikes,/display-logo-via-campaign/38928.gif,"Dec 8, 2025 11:34",Public Terms,Active,https://kingbulltechnologycolimited.pxf.io/c/5980041/3120144/38928,true,Online Sale: 8%
2363117,KKday Singapore PTE. LTD.,https://kkday.com,Transportation,11745,KKday Australia,/display-logo-via-campaign/11745.gif,"Feb 3, 2025 18:24",Public Terms,Active,https://kkday.sjv.io/c/5980041/840050/11745,true,Online Sale: 2%-5%
3482511,KraveBeauty,http://kravebeauty.com,Cosmetics & Skin Care,16459,KraveBeauty,/display-logo-via-campaign/16459.gif,"Dec 19, 2025 10:55",Public Terms- 5% Commission,Active,https://kravebeauty.pxf.io/c/5980041/1371642/16459,true,Online Sale: 5%
5844566,"Lechuang Tiancheng Technology（HK） Co., Limited",https://www.torraslife.com,Consumer Electronics,28430,TORRAS,/display-logo-via-campaign/28430.gif,"Dec 8, 2025 16:54",Public Terms,Active,https://torras.sjv.io/c/5980041/2207451/28430,true,Online Sale: 10%
1393750,Lenovo India,http://www.lenovo.com/in/en,Computers,9634,Lenovo India,/display-logo-via-campaign/9634.gif,"Jan 30, 2025 04:45",Public Terms,Active,https://lenovo-in.zlvv.net/c/5980041/584269/9634,true,Online Sale: 2%-5%
1217855,LightInTheBoxLimited,http://www.eechic.com,Men's Apparel,17020,Printrendy,/display-logo-via-campaign/17020.gif,"Jan 29, 2025 11:20",Public Terms,Active,https://printrendy.pxf.io/c/5980041/1432688/17020,true,Online Sale: 1%
3216843,Limitless Technology Sdn Bhd,http://www.flowerchimp.com,Flowers,15391,LVLY SEA,/display-logo-via-campaign/15391.gif,"Feb 3, 2025 18:22",Public Terms,Active,https://lvly.pxf.io/c/5980041/1249826/15391,true,Online Sale: 7%
4909972,Love & Pebble,https://loveandpebble.com,Spa & Personal Grooming,21910,Love & Pebble,/display-logo-via-campaign/21910.gif,"Jan 29, 2025 11:21",Public Terms,Active,https://lovepebble.sjv.io/c/5980041/1834720/21910,true,"Online Sale: 15%
Recurring Subscription: 0%"
3032696,Lovevery - U.S. Affiliates,http://lovevery.com,Games/Toys,14700,Lovevery,/display-logo-via-campaign/14700.gif,"Jan 29, 2025 11:25",$0 Terms | Temporary Update,Active,https://lovevery.pxf.io/c/5980041/1161588/14700,true,"Online Sale: 0%
Clicks: $0.00
Email Captured: $0.00"
4966334,LSTX LLC,http://www.luxurytoyx.com,,22260,Luxury Toy X,/display-logo-via-campaign/22260.gif,"Jan 29, 2025 11:21",Public Terms,Active,https://lstx.sjv.io/c/5980041/1858451/22260,true,Online Sale : 15%
4253690,Lumiere Affiliate marketing,http://lumierehairs.com,Women's Apparel,19594,Lumiere Affiliate marketing,/display-logo-via-campaign/19594.gif,"Jan 29, 2025 11:27",Public Terms,Active,https://lumiereaffiliatemarketing.sjv.io/c/5980041/1688218/19594,true,Online Sale: 10%
5174118,Luxury Escapes,http://www.luxuryescapes.com,Transportation,23356,Luxury Escapes,/display-logo-via-campaign/23356.gif,"Feb 3, 2025 18:24",Public Terms,Active,https://luxuryescapes.sjv.io/c/5980041/1936432/23356,true,Online Sale: 1%-8%
355899,MacPaw Way Ltd.,http://setapp.com,Apps,5114,Setapp,/display-logo-via-campaign/5114.gif,"Dec 4, 2025 08:52",Public IO,Active,https://setapp.sjv.io/c/5980041/343321/5114,true,"Subscription start (API): USD20.00
Gift Card Purchase: 15%"
6147904,MACROSOFT STORE S.R.L.,https://www.macrosoft.store,Software,33612,MACROSOFT STORE S.R.L.,/display-logo-via-campaign/33612.gif,"Dec 8, 2025 21:24",Public Terms,Active,https://macrosoftstoresrl.pxf.io/c/5980041/2881519/33612,true,Sale: 18%
6675705,Margovil,https://www.margovil.com,Women's Apparel,44973,Margovil,/display-logo-via-campaign/44973.gif,"Dec 8, 2025 11:34",Public Terms,Active,https://margovil.pxf.io/c/5980041/3384076/44973,true,Online Sale: 15%
349711,marketXLS Limited - technitya,http://www.marketxls.com,Apps,5139,MarketXLS,/display-logo-via-campaign/5139.gif,"Jan 29, 2025 11:25",Public IO,Active,https://marketxls.pxf.io/c/5980041/346120/5139,true,affiliatetracker: 10%
6376051,MARLOWE Skin,https://marloweskin.com,Spa & Personal Grooming,38406,MARLOWE Skin,/display-logo-via-campaign/38406.gif,"Dec 4, 2025 08:52",Marlowe,Active,https://marloweskin.pxf.io/c/5980041/3099667/38406,true,Online Sale: 10%
255547,Martinic - martinic,http://www.martinic.com,Software,4482,Martinic Audio,/display-logo-via-campaign/4482.gif,"Jan 29, 2025 11:18",Public IO,Active,https://martinic.evyy.net/c/5980041/281363/4482,true,Sale: 30%
2405898,Meyer,http://www.meyerus.com,Kitchen & Dining,15440,Meyer Brand Cookware,/display-logo-via-campaign/15440.gif,"Dec 8, 2025 16:55",Public Terms,Active,https://meyerbrandcookware.sjv.io/c/5980041/1254357/15440,true,Online Sale: 8%
5591995,MFI Medical,https://mfimedical.com,First Aid & pharmacy,26283,MFI Medical,/display-logo-via-campaign/26283.gif,"Feb 3, 2025 18:24",Public Terms,Active,https://mfimedical.sjv.io/c/5980041/2089249/26283,true,Online Sale: 2%
5432839,MLILYUSA INC,https://egohome.com,Bed & Bath,25041,EGOHOME,/display-logo-via-campaign/25041.gif,"Feb 3, 2025 18:16",Public Terms,Active,https://mlilyusainc.pxf.io/c/5980041/2018639/25041,true,Online Sale: 10%
5428688,Modern AI,https://modern.ai,Women's Apparel,25011,Shop If Then,/display-logo-via-campaign/25011.gif,"Dec 8, 2025 21:28",Public Terms,Active,https://shopifthen.pxf.io/c/5980041/2018015/25011,true,Online Sale: 15%
6051938,Moon Oral Beauty,https://moonoralbeauty.com/,Spa & Personal Grooming,31546,Moon Oral Beauty,/display-logo-via-campaign/31546.gif,"Dec 7, 2025 16:53",Public Terms,Active,https://moonoralbeauty.pxf.io/c/5980041/2750736/31546,true,Online Sale: 10%
5869300,MOSHIQA,https://moshiqa.com,,28814,MOSHIQA,/display-logo-via-campaign/28814.gif,"Jan 29, 2025 11:22",Public Terms,Active,https://moshiqa.pxf.io/c/5980041/2225184/28814?trafsrc=Impact,true,Online Sale: 15%
2965494,Muc-Off,https://muc-off.com/,Sports Apparel & Accessories,14325,Muc-Off,/display-logo-via-campaign/14325.gif,"Jan 29, 2025 11:25",Default 7%,Active,https://mucoff.sjv.io/c/5980041/1131496/14325,true,"Recurring Subscription: 10%
Online Sale: 7%-10%"
6193071,MyDataRemoval,https://www.mydataremoval.com,B2B,34569,MyDataRemoval,/display-logo-via-campaign/34569.gif,"Dec 8, 2025 11:32",Public Terms,Active,https://goto.mydataremoval.com/c/5980041/2928977/34569,true,"Subscription Purchase: 35%
Free Scan: $0.00"
6683192,MYNEXTBIKE Ltd,https://mynextbike.co.uk,Sports & Exercise Equipment,45081,MyNextBike,/display-logo-via-campaign/45081.gif,"Dec 8, 2025 11:32",Public Terms,Active,https://mynextbikeltd.pxf.io/c/5980041/3390549/45081,true,Online Sale: 5%
2713943,Naturecan,https://uk.naturecan.com,Health & Beauty,13215,Naturecan Germany,/display-logo-via-campaign/13215.gif,"Dec 8, 2025 21:14",Public Terms,Active,https://naturecan-de.sjv.io/c/5980041/1009676/13215,true,Online Sale: 5%
3004651,Next Insurance,http://www.nextinsurance.com/,Insurance,14516,NEXT Insurance,/display-logo-via-campaign/14516.gif,"Nov 4, 2025 09:14",Public Terms,Active,https://nextinsurance.sjv.io/c/5980041/1148969/14516,true,"Quote: $25.00
Purchase: 0%
Lead: $0.00"
5745273,NicheLife INC,https://alivinghome.com,Furniture & Home Decor,27493,AlivingHome,/display-logo-via-campaign/27493.gif,"Feb 7, 2025 06:24",Public Terms,Active,https://nichelifeinc.pxf.io/c/5980041/2155701/27493,true,Online Sale: 6%
6252387,Niphean,https://niphean.com,Outdoors & Recreation,36022,Niphean,/display-logo-via-campaign/36022.gif,"Dec 8, 2025 11:32",Public Terms - Welcome Join NiPHEAN Affiliate Program,Active,https://nipheanoutdoorcolimited.pxf.io/c/5980041/2998218/36022,true,Online Sale: 10%
6657464,Nobis Inc,https://nobis.com,Women's Apparel,44724,Nobis,/display-logo-via-campaign/44724.gif,"Dec 8, 2025 11:35",Public Terms,Active,https://nobisinc.pxf.io/c/5980041/3373557/44724,true,"Online Sale (EU): 5%
Online Sale (US): 5%
Online Sale (CA): 5%"
6495185,NoScrubs Laundry Service,https://noscrubs.com,,41211,NoScrubs Laundry Service,/display-logo-via-campaign/41211.gif,"Dec 8, 2025 11:35",Public Terms,Active,https://noscrubslaundryservice.pxf.io/c/5980041/3248618/41211,true,First Month Purchase: $50.00
4729787,notjustagency,http://www.onemilebike.com/en-us,Sports & Exercise Equipment,21135,Onemile,/display-logo-via-campaign/21135.gif,"Feb 3, 2025 18:14",Public Terms,Active,https://onemilebike.sjv.io/c/5980041/1787045/21135,true,Online Sale: 10%
2532709,"OnePlus Technology (Shenzhen) Co., Ltd.",https://www.oneplus.com,Consumer Electronics,14044,OnePlus FR,/display-logo-via-campaign/14044.gif,"Dec 8, 2025 16:52",Public Terms,Active,https://oneplusfr.sjv.io/c/5980041/1103247/14044,true,Online Sale API - FR: 2%-5%
5213649,"Oova, Inc.",https://www.oova.life,First Aid & pharmacy,23669,"Oova, Inc.",/display-logo-via-campaign/23669.gif,"Dec 8, 2025 21:22",Public Terms,Active,https://oova.sjv.io/c/5980041/1949316/23669,true,Online Sale: 10%
5062716,Oral B ES,http://www.oralb.es/es-es/,First Aid & pharmacy,22902,Oral B ES,/display-logo-via-campaign/22902.gif,"Feb 3, 2025 18:23",Public Terms,Active,https://oralbes.pxf.io/c/5980041/1908917/22902,true,Online Sale: 6%
3274582,Packed with Purpose,http://packedwithpurpose.gifts,B2B,15751,Packed with Purpose,/display-logo-via-campaign/15751.gif,"Feb 3, 2025 18:16",Public Terms,Expired,https://packedwithpurpose.pxf.io/c/5980041/1283558/15751,true,"Online Sale: 8%
B2B Closed Won Deal: $4.00"
2847008,Parallels,http://parallels.com,Computers,20119,Corel,/display-logo-via-campaign/20119.gif,"Dec 8, 2025 21:30",Public Terms,Active,https://corel.sjv.io/c/5980041/1731376/20119,true,Online Sale: 10%
2847008,Parallels,http://parallels.com,Computers,20231,MindManager,/display-logo-via-campaign/20231.gif,"Feb 3, 2025 18:14",Public Terms,Active,https://mindmanager.sjv.io/c/5980041/1740331/20231,true,Online Sale: 10%
2847008,Parallels,http://parallels.com,Apps,21243,Video editing program,/display-logo-via-campaign/21243.gif,"Dec 8, 2025 17:18",Public Terms,Active,https://videoeditingprogram.pxf.io/c/5980041/1793092/21243,true,Online Sale: 10%
2085639,Paw.com,https://paw.com,Pet Supplies,11126,paw.com,/display-logo-via-campaign/11126.gif,"Jan 29, 2025 11:25",Public Terms - US + CA,Expired,https://imp.i200982.net/c/5980041/770184/11126,true,"Online Sale - CA: 10%
Online Sale - US: 10%"
